page,capture_date,location,price,size,built,floor,url,text
            h3 dodaten opish3 div itemprop= disambiguatingdescription p stanovanje meri cca. 80 m2 in sestoji iz dveh večjih prostorov, v katerih smo uredili montažne pregrade za 3 spalnice, v dveh je širša postelja, v eni enojna. prav zaradi pregrad, ki zvočno niso tako izolirane kot stene, strong oddamo 3 študentom, ki se med seboj poznajo in imajo podobne navade.strong p p strong prosim kličite le tisti, ki imate že skupino 3 študentov, ki jih stanovanje zanima in ki se poznate! hvala.strong p p stanovanje se nahaja se v večstanovanjskem objektu v zupančičevi jami in sicer na štihovi ulici. strong lokacija je izjemno zaželena, saj je v neposredni bližini železniška in avtobusna postaja, dve postaji bicikelj, severni mestni park navje, center je 10 min peš, objekt ima dvigalo, v pritličju sta dve kolesarnici.strong p p opis stanovanja:p p stanovanje ima osrednji prostor za druženje, kuhinjo za osnovno pripravo hrane z enojnih kuhališčem, manjšim hladilnikom, tri z montažnimi pregradami ločene spalnice, na koncu stanovanja pa je še svetel prostor s tremi okni za učenje (ni na sliki). stanovanje ima 2 kopalnici, obe s tušem in straniščem, v eni je tudi pralni stroj. kopalnici sta prenovljeni, ena je povsem nova s keramiko višjega cenovnega razreda in novim pralnim strojem. iz kuhinje in ene od sob je izhod na 30 m2 veliko teraso. prostori so klimatizirani.p p stanovanje strong ni primerno zstrong a študente, ki si radi kuhajo, ker je kuhinja nima vseh potrebnih aparatov (ni nape, ni pomivalnega stroja, enojno kuhališče!, manjši hladilnik).p p cena po osebi (1 oseba na spalnico): 250 eur + 80 eur fixnih mesečnih stroškov, ki vsebujejo vse, tudi internet! cene že vsebujejo ddv.p p oddamo le vse tri enote hkrati! vseljivo po dogovoru. primerno za 3 študente (v vsaki spalnici po 1 oseba). v isti etaži je tudi skupna sušilnica od vseh etažnih lastnikov, ki jo koristite za sušenje perila. v pritličju je kolesarnica. objekt ima dvigalo.p p strong pogoji najema: plačilo 2 najemnin vnaprej, varščina v višini ene najemnine, stroški priprave najemne pogodbestrong  ter davčne prijave, oboje izvede pravnik, ki zaračuna najemniku cca. 100 eur+ddv  na osebo v enkratnem znesku. oddamo za obdobje po dogovoru (npr. šolsko leto), vendar v vsakem primeru z možnostjo odpovedi z določenim odpovednim rokom.p p živali niso dovoljenje, ne glede na vrsto ali velikost. kajenje ni dovoljeno, niti na terasi. primerno za nekadilce. hvala za razumevanje.p p strong prosim kličite le tisti, ki imate že skupino 3 študentov, ki jih stanovanje zanima! hvala.strong p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041360-670 onclick= trackoutboundlink('0.zasebna ponudba 041360-670', 'oglas-click-tel'); 041360-670a p div"

nepremicnine,2020-09-06T14:23:26.077537,ZG. ŠIŠKA,400.0,30.0,1980,9,https://www.nepremicnine.net/oglasi-oddaja/zg-siska-stanovanje_6360812/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zg. šiškastrong , 30 m2, garsonjera, zgrajena l. 1980, 910 nad., zgornja siska - oddam opremljeno garsonjero z velikim balkonom, dovolj parkirisc, dober dostop, nakupovalno sredisce aleja v blizini, oddamo. cena: 400,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-4 b2div  (25 - 35 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360812 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p zgornja siska - oddam opremljeno garsonjero, svetlo, velik balkon, urejen blok, dovolj parkirisc, blizina infrastrukture, nakupovalno sredisce aleja, itd.p p garsonjera ima predsobo s kuhinjo, velika kopalnica, velik glavni prostor z veliko garderobno omaro, velik balkon. opremljeno - pohistvo, pralni stroj, hladilnik.p p na voljo takoj. obvezno nekadilci in brez domačih živali. p p pogoji za najem stanovanja so:p p - varščina (v znesku 800 eur)p p - najemnina (v znesku 400 eur)p p kontakt: 040 216 284 (po 17. uri)p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:040216-284 onclick= trackoutboundlink('0.zasebna ponudba 040216-284', 'oglas-click-tel'); 040216-284a p div"

nepremicnine,2020-09-06T14:23:26.077537,ZG. ŠIŠKA,300.0,20.0,1956,2,https://www.nepremicnine.net/oglasi-oddaja/zg-siska-stanovanje_6353546/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zg. šiškastrong , 20 m2, soba, zgrajena l. 1956, adaptirana l. 2017, 24 nad., ena soba v trosobenm stanovanju s souprabo kuhinje,koplanice in wc-ja oddamo eni ali dvema študentkama.stroški poleti 40-50,pozimi 60-70 eurosebo, oddamo. cena: cca 300,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6353546 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p velikost sobe je 20 m2 in je mogoče, da se soba odda tudi kot dvoposteljna. v primeru dveh študentk je cena najema 170 eurosebo. stroški v tem primeru so 35-40 eurosebo poleti in 50-60 eurosebo. stroški vključujejo: elektrika, voda, ogrevanje, smeti in intrent. v preostalih dveh sobah stanovanja bosta bivali še dve študentki. v stanovnaju je dodatno pralni stroj in mikrovalovna pečica, prostor za kolo v kleti, ni pa tv p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041771-512 onclick= trackoutboundlink('0.zasebna ponudba 041771-512', 'oglas-click-tel'); 041771-512a p div"

nepremicnine,2020-09-06T14:23:26.077537,ZELENA JAMA,420.0,36.0,1910,VP,https://www.nepremicnine.net/oglasi-oddaja/zelena-jama-stanovanje_6355212/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zelena jamastrong , 36 m2, garsonjera, zgrajena l. 1910, adaptirana l. 2012, visoko pritličje, oddamo. cena: 420,00 eurmesdiv 
	    
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6355212 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong odd-2009806strong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p na odlični lokaciji v ljubljani, v zeleni jami, oddamo stanovanje z lastnim ločenim vhodom v visokem pritličju obnovljene stavbe. stanovanje obsega predprostor, kuhinjo z jedilnico,svetlo sobo in kopalnico z wc. parkirni prostor je v bližini. stanovanje je bilo delno prenovljeno in je opremljeno. primerno je za urejeno samsko osebo, par brez otrok in za študente. domače živali niso dovoljene. enomesečna varščina, sprotno plačilo najemnine 420 eurmesec+stroški cca.100 eur mesec.p p ogled oglaševane nepremičnine je za potencialnega najemnika brezplačen in podpiše samo potrdilo o ogledu. najemodajalčev pogoj pri oddaji nepremičnine je, da najemnik prevzame v plačilo del stroška sestave najemne pogodbe, kar vključuje naslednja dejanja posrednika: izvedbo primopredaje nepremičnine in sestavo zapisnika, sodelovanje pri prepisu naročnin, pripravo in hrambo slikovnega gradiva, skladno s cenikom, navedenim v splošnih pogojih poslovanja nepremičninske družbe, t.j. najemnik pri oglaševani najemnini in dobi najema plača cca. 420 eur.br br strong vsak dan nekaj novega - več kot 2000 nepremičnin v naši ponudbi!br več na: www.sonce-nepremicnine.sistrong p p informacije na tej spletni strani so zgolj informativne narave in jih je potrebno preveriti v naši agenciji.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    sonce skupina d.o.o., pe ljubljana br dolenjska cesta 43br 1000 ljubljanabr tel.: a href= tel:041464-642 onclick= trackoutboundlink('sonce skupina d.o.o., pe ljubljana 041464-642', 'oglas-click-tel'); 041464-642a p div"

nepremicnine,2020-09-06T14:23:26.077537,ZELENA JAMA,150.0,20.0,2019,1,https://www.nepremicnine.net/oglasi-oddaja/zelena-jama-stanovanje_6313793/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zelena jamastrong , 20 m2, soba, adaptirana l. 2019, 1. nad., postelja v dvoposteljni sobi v polno-opremljenem, prenovljenem stanovanju za urejeno, redoljubno cimro - študentko, oddamo. cena: 150,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- fakulteta za družbene vede br -- fakulteta za socialno delo br -- medicinska fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6313793 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p strong študentkistrong oddamo 20m² dvoposteljno sobo v prostornem, klimatiziranem, funkcionalno opremljenem stanovanju. v souporabi so predsoba, kuhinja, jedilnica in dnevna soba, kopalnica, ločen wc, zunanje dvorišče in parkirišče po potrebi.br br stanovanje je polno opremljeno, ima vse komunalne priključke, optični internet (wi-fi), pralno-sušilni stroj. v predsobi je tudi miza za ročni nogomet (foosball).br br strong v bližini:strong p ul li avtobusna postajališča: 2, 7, 12, 22, 27,li li btc city (800 m oz. 10 min peš),li li hipermarket mercator (350 m oz. 4 min peš),li li šmartinski park (+ pasje igrišče) (250 m oz. 3 min peš),li li park žale (600 m oz. 7 min peš),li li fitness studio (450 m oz. 6 min peš),li li petrol servis (350 m oz. 4 min peš),li li bicikelj postajališče (380 m oz. 5 min peš),li li pošta 1110 (1,5 km oz. 5 min s kolesom),li li akc metelkova mesto (2 km oz. 7 min s kolesom),li li glavna avtobusna železniška postaja (2,6 km oz. 5 min z avtom)li li ljubljana – center (3 km oz. 20 min z avtobusom).li ul p br strong najemnina:strong 150 € osebo + 50 € stroški osebop p strong varščina:strong 200 €br br strong kontakt:strong https:www.facebook.commarketplaceitem161274918498972p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:%ef%bb%bf%ef%bb%bf%ef%bb%bf%ef%bb%bf%ef%bb%bf%ef%bb%bf%ef%bb%bf%ef%bb%bf%ef%bb%bf onclick= trackoutboundlink('0.zasebna ponudba ﻿﻿﻿﻿﻿﻿﻿﻿﻿', 'oglas-click-tel'); ﻿﻿﻿﻿﻿﻿﻿﻿﻿a p div"

nepremicnine,2020-09-06T14:23:26.077537,ZELENA JAMA,270.0,14.0,1970,VP,https://www.nepremicnine.net/oglasi-oddaja/zelena-jama-stanovanje_6357572/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zelena jamastrong , 14 m2, soba, zgrajena l. 1970, adaptirana l. 2017, vp3 nad., enoposteljna soba s parkingom v adaptiranem študentskem stanovanju v zeleni jami, oddamo. cena: 270,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-6 ddiv  (60 - 105 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6357572 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p enoposteljna soba v trosobnem študentskem stanovanju v zeleni jami, 15 min od glavne žel. postaje. plus zasebni parking za rampo. souporaba kuhinje in kopalnice. v stanovanju sta že dva najemnika, vsak v svoji sobi. centralno ogrevanje, catv, wifi, pralni stroj, kolesarnica v kleti. vseljiva 1.9.2020 za 11 mesecev. mesečna najemnina 270 eur plus mesečni stroški cca 40-60 eur na osebo. v sobi sta lahko tudi dve osebi.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031661-641 onclick= trackoutboundlink('0.zasebna ponudba 031661-641', 'oglas-click-tel'); 031661-641a p div"

nepremicnine,2020-09-06T14:23:26.077537,ZALOG,450.0,51.0,2015,PK,https://www.nepremicnine.net/oglasi-oddaja/zalog-stanovanje_6359440/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zalogstrong , 51 m2, 3-sobno, adaptirano l. 2015, 75 m2 zemljišča, pkvp, zalog, oddamo stanovanje v hiši s samostojnim vhodom. stanovanje se nahaja na mirni lokaciji 51 m2, 3-sobno, adaptirano v celoti 2015, oddamo. cena: 450,00 eurmesdiv 
	    
        
        
        !---- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p poleg svojega vhoda je stanovanje razporejeno na; predsobo, kopalnico, dve sobi, dnevno sobo s kuhinjo ter teraso, stanovanju pripada en parkirni prostor pred stanovanjem pod nadstreškom. stanovanje je opremljeno z gospodinjskimi aparati, prezračevalni sistem (lunos), kabelsko (tv, internet – telemach eon full), centralno ogrevanje na plinovodu.p p iščemo, par brez otrok, brez živali, kajenje je dovoljeno na terasi.p p vsa infrastruktura v bližini (trgovina, pošta, avtobusne in železniške postaje, šola in vrtec itd.)p p oddaja se za obdobje, krajše od enega leta, z možnostjo podaljšanja. energetske izkaznice v skladu z 334. členom energetskega zakona ni potrebno predložiti. p p ob najemu se plača najemnina, stroški ter enomesečna najemnina kot varščina. za dodatne informacije prosim pokličite  na tel: 040474-747 na mail ali sms ne odgovarjam. možnost takojšnje vselitve.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:040474-747 onclick= trackoutboundlink('0.zasebna ponudba 040474-747', 'oglas-click-tel'); 040474-747a p div"

nepremicnine,2020-09-06T14:23:26.077537,"VIŽMARJE, LJ.",200.0,15.0,1975,P,https://www.nepremicnine.net/oglasi-oddaja/vizmarje-lj-stanovanje_6272004/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca vižmarje, lj.strong , 15 m2, soba, zgrajena l. 1975, adaptirana l. 2018, p1 nad., vsi priključki, wifi, pralni stroj, bližina lpp(1,8,25), železniške postaje, trgovin (mercator, spar, lidl), šmarne gore, pošte, oddamo. cena: 200,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        
        !---- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v pritličju stanovanjske hiše se oddaja soba v stanovanju, ki je namenjeno posameznikom ali paru. zgoraj bivamo lastniki - 2 osebi. vhod je skupen, stanovanji pa popolnoma ločeni. p p no voljo je še prostorna enoposteljna soba. je polno opremljena. velika postelja 1,40m x 2,0m, dolga omara, pisalna miza, stol.p p souporaba kuhinje, kopalnice (pralni stroj). vsi priključki in wifi  p p najemnina znaša: 200 eur + 50 eur fiksni stroški. p p eno-mesečna varščina (200 eur)p p kontakt: 041491283p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041491-283 onclick= trackoutboundlink('0.zasebna ponudba 041491-283', 'oglas-click-tel'); 041491-283a p div"

nepremicnine,2020-09-06T14:23:26.077537,VIŽMARJE,370.0,22.0,2005,1,https://www.nepremicnine.net/oglasi-oddaja/vizmarje-stanovanje_6359892/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca vižmarjestrong , 22 m2, garsonjera, adaptirana l. 2005, adaptirana l. 2005, 11 nad., oddamo garsonjero, oddamo. cena: 370,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !---- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo garsonjero v hiši. stroški (voda, elektrika, snaga, tv, internet, ogrevanje) so vključeni v ceno. p p bližina:p p avtobusna postaja (30m)p p trgovina(150m)p p banka(700m)p p pošta(800m)p p varščina 800,00 eurp div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:070835-338 onclick= trackoutboundlink('0.zasebna ponudba 070835-338', 'oglas-click-tel'); 070835-338a p div"

nepremicnine,2020-09-06T14:23:26.077537,VIŽMARJE,145.0,18.0,1990,500 m2,https://www.nepremicnine.net/oglasi-oddaja/vizmarje-stanovanje_6334048/,"div id= opis 
